,PROPERTY TYPE,ADDRESS,CITY,ZIP OR POSTAL CODE,PRICE,SQUARE FEET,LOT SIZE,YEAR BUILT,shortesttime,BEDS,BATHS,medianhouseholdincome,averagehouseholdincome,percapitaincome,highincomehouseholds,walk,price/psf,differential
1308,Single Family Residential,6760 Grasshopper Avenue Ave,NEWARK,94560,1708413,3490,4800.0,2019,32,4.0,4.5,108181,126240,39107,14.6%,9,489.51661891117476,-1169531.597329008
1309,Single Family Residential,39906 Waxwing Dr,Newark,94560,1482810,2494,,2019,32,5.0,3.0,108181,126240,39107,14.6%,9,594.550922213312,-150603.2133789747
1310,Mobile/Manufactured Home,1225 Vienna Dr #393,SUNNYVALE,94089,235000,1688,,1999,11,3.0,2.0,112750,139625,52528,22.2%,28,139.218009478673,-1234351.4314583673
1311,Townhouse,1131 Giannitsa Ter,SUNNYVALE,94089,1561746,1866,1546.0,2020,11,4.0,3.5,112750,139625,52528,22.2%,28,836.9485530546624,-87661.35291529144
1312,Townhouse,1129 Giannitsa Ter,SUNNYVALE,94089,1356117,1582,1254.0,2003,11,3.0,2.5,112750,139625,52528,22.2%,28,857.2168141592921,-77320.93753313157
1313,Single Family Residential,1262 Manzano Way,SUNNYVALE,94089,1249000,1468,5500.0,1955,11,4.0,3.0,112750,139625,52528,22.2%,28,850.8174386920981,32174.586776982993
1314,Mobile/Manufactured Home,1225 Vienna Dr #914,SUNNYVALE,94089,238000,1296,,1981,11,2.0,2.0,112750,139625,52528,22.2%,28,183.64197530864197,-1036104.5066832912
1315,Mobile/Manufactured Home,600 E Weddell Dr #135,SUNNYVALE,94089,239000,1248,,1993,11,3.0,2.0,112750,139625,52528,22.2%,28,191.50641025641025,-830375.1955532383
1316,Townhouse,1117 Giannitsa Ter,SUNNYVALE,94089,1409847,1571,1437.0,2019,11,3.0,2.5,112750,139625,52528,22.2%,28,897.4201145767028,-16676.93562914827
1317,Townhouse,1121 Giannitsa Ter,SUNNYVALE,94089,1534857,1749,1423.0,2019,11,4.0,3.5,112750,139625,52528,22.2%,28,877.5626072041166,-8306.795258634957
1318,Townhouse,1123 Giannitsa Ter,SUNNYVALE,94089,1632610,1866,1631.0,2019,11,4.0,3.5,112750,139625,52528,22.2%,28,874.924973204716,-16606.306228378555
1319,Condo/Co-op,1150 Karby Ter #203,SUNNYVALE,94089,1059000,979,,2015,11,2.0,2.0,112750,139625,52528,22.2%,28,1081.7160367722165,65738.76046943432
1320,Mobile/Manufactured Home,1220 VIENNA Dr #510,SUNNYVALE,94089,217000,1566,,1999,11,3.0,2.0,112750,139625,52528,22.2%,28,138.56960408684546,-1141766.761900173
1321,Mobile/Manufactured Home,1085 Tasman #217,SUNNYVALE,94089,329000,1560,,1999,11,3.0,2.0,112750,139625,52528,22.2%,28,210.89743589743588,-1024328.1715940323
1322,Mobile/Manufactured Home,1220 Tasman Dr #523,SUNNYVALE,94089,329000,1512,,2014,11,3.0,2.0,112750,139625,52528,22.2%,28,217.59259259259258,-983685.1494486018
1323,Mobile/Manufactured Home,1225 Vienna Dr #70,SUNNYVALE,94089,279000,1710,,2014,11,3.0,2.0,112750,139625,52528,22.2%,28,163.1578947368421,-1213158.6295512447
1324,Single Family Residential,871 Lakehaven Dr,SUNNYVALE,94089,1890000,2049,5945.0,2019,11,4.0,3.0,112750,139625,52528,22.2%,28,922.4011713030746,134310.77083659498
1325,Mobile/Manufactured Home,1225 VIENNA Dr #976,SUNNYVALE,94089,525000,2600,,2000,11,2.0,2.5,112750,139625,52528,22.2%,28,201.92307692307693,-1994125.4350048145
1326,Mobile/Manufactured Home,1050 Borregas Ave #140,SUNNYVALE,94089,340000,1710,,2014,11,3.0,2.0,112750,139625,52528,22.2%,28,198.83040935672514,-1152158.6295512447
1327,Mobile/Manufactured Home,1111 Morse Ave #221,SUNNYVALE,94089,248500,1344,,1975,11,2.0,2.0,112750,139625,52528,22.2%,28,184.89583333333334,-1067966.949010939
1328,Mobile/Manufactured Home,1111 Morse Ave #108,SUNNYVALE,94089,389000,1740,,2016,11,3.0,2.0,112750,139625,52528,22.2%,28,223.5632183908046,-1130733.674455774
1329,Mobile/Manufactured Home,1085 Tasman Dr #32,SUNNYVALE,94089,249900,1464,,1967,11,2.0,2.0,112750,139625,52528,22.2%,28,170.69672131147541,-1173810.3816384492
1330,Mobile/Manufactured Home,1085 TASMAN Dr #626,SUNNYVALE,94089,318000,1540,,1998,11,3.0,2.0,112750,139625,52528,22.2%,28,206.4935064935065,-1017008.4905533171
1331,Mobile/Manufactured Home,1085 Tasman #389,SUNNYVALE,94089,324999,1620,,1996,11,3.0,2.0,112750,139625,52528,22.2%,28,200.61666666666667,-1082141.9345947003
1332,Mobile/Manufactured Home,1085 Tasman Dr #21,SUNNYVALE,94089,299900,1508,,1997,11,4.0,2.0,112750,139625,52528,22.2%,28,198.87267904509284,-842398.4799764373
1333,Mobile/Manufactured Home,1220 Vienna Dr #497,SUNNYVALE,94089,265000,1488,,1972,11,3.0,2.0,112750,139625,52528,22.2%,28,178.09139784946237,-1017906.8273736937
1334,Mobile/Manufactured Home,1085 Tasman Dr #145,SUNNYVALE,94089,305888,1534,,2003,11,3.0,2.0,112750,139625,52528,22.2%,28,199.40547588005217,-1024637.1336817413
1335,Mobile/Manufactured Home,1111 Morse Ave #149,SUNNYVALE,94089,288000,1586,,2001,11,3.0,2.0,112750,139625,52528,22.2%,28,181.58890290037832,-1089277.4896278013
1336,Mobile/Manufactured Home,1225 Vienna Dr #668,SUNNYVALE,94089,220000,1830,,2007,11,3.0,2.0,112750,139625,52528,22.2%,28,120.21857923497268,-1379593.1088656676
1337,Mobile/Manufactured Home,1085 Tasman Dr #291,SUNNYVALE,94089,191999,1040,,1980,11,2.0,2.0,112750,139625,52528,22.2%,28,184.6144230769231,-849867.9402677086
1338,Mobile/Manufactured Home,1225 Vienna Dr #38,SUNNYVALE,94089,269900,1566,,2005,11,3.0,1.0,112750,139625,52528,22.2%,28,172.3499361430396,-971204.8792171215
1339,Mobile/Manufactured Home,1225 Vienna Dr #283,SUNNYVALE,94089,299900,1800,,2019,11,3.0,2.0,112750,139625,52528,22.2%,28,166.61111111111111,-1274792.71757792
1340,Mobile/Manufactured Home,1225 Vienna Dr #92,SUNNYVALE,94089,279900,1555,,2018,11,3.0,2.0,112750,139625,52528,22.2%,28,180.0,-1072525.9000569284
1341,Mobile/Manufactured Home,1220 Tasman Dr #538,SUNNYVALE,94089,299900,1453,,1998,11,3.0,2.0,112750,139625,52528,22.2%,28,206.40055058499655,-956248.9311142769
1342,Mobile/Manufactured Home,1220 TASMAN Dr #316,SUNNYVALE,94089,199900,1368,,1969,11,2.0,2.0,112750,139625,52528,22.2%,28,146.12573099415204,-1137175.0301140237
1343,Mobile/Manufactured Home,1225 Vienna Dr #952,SUNNYVALE,94089,199900,1296,,1981,11,2.0,2.0,112750,139625,52528,22.2%,28,154.24382716049382,-1074204.5066832912
1344,Single Family Residential,1101 Palamos Ave,SUNNYVALE,94089,1249000,1108,5368.0,1958,11,3.0,2.0,112750,139625,52528,22.2%,28,1127.2563176895308,313211.8789653324
1345,Mobile/Manufactured Home,1225 Vienna Dr #313,SUNNYVALE,94089,135000,1344,,1973,11,2.0,2.0,112750,139625,52528,22.2%,28,100.44642857142857,-1181084.855637113
1346,Mobile/Manufactured Home,1225 Vienna Dr #61,SUNNYVALE,94089,149900,1584,,1975,11,2.0,2.0,112750,139625,52528,22.2%,28,94.63383838383838,-1384110.561256567
1347,Mobile/Manufactured Home,1220 Tasman Dr #414,SUNNYVALE,94089,259900,1140,,1998,11,3.0,2.0,112750,139625,52528,22.2%,28,227.98245614035088,-712535.8034772708
1348,Single Family Residential,304 Persian Dr,SUNNYVALE,94089,1700000,1000,13250.0,1954,11,3.0,1.0,112750,139625,52528,22.2%,28,1700.0,981678.8540280464
1349,Mobile/Manufactured Home,1220 Tasman Dr #533,SUNNYVALE,94089,319500,1441,,2001,11,3.0,2.0,112750,139625,52528,22.2%,28,221.7210270645385,-926344.8905627346
1350,Mobile/Manufactured Home,600 E WEDDELL Dr #36,SUNNYVALE,94089,225000,1040,,1989,11,2.0,2.0,112750,139625,52528,22.2%,28,216.34615384615384,-818586.3604499253
1351,Mobile/Manufactured Home,1220 Tasman Dr Spc 475,Sunnyvale,94089,330000,1577,,2006,11,3.0,2.0,112750,139625,52528,22.2%,28,209.2580849714648,-1040074.8376031553
1352,Townhouse,1125 Giannitsa Ter,Sunnyvale,94089,1585284,1866,,2020,11,4.0,3.5,112750,139625,52528,22.2%,28,849.5627009646303,-64123.35291529144
1353,Townhouse,1127 Giannitsa Ter,Sunnyvale,94089,1375358,1571,,2020,11,3.0,2.5,112750,139625,52528,22.2%,28,875.466581795035,-51356.982316061156
1354,Townhouse,998 E Duane Ave #200,SUNNYVALE,94085,1182000,1318,559.0,2011,10,2.0,2.0,116332,148129,54547,24.4%,73,896.8133535660091,-135021.45180522744
1355,Condo/Co-op,606 Arcadia Ter #202,SUNNYVALE,94085,899000,1160,,1996,10,2.0,2.0,116332,148129,54547,24.4%,73,775.0,-271939.5401064942
1356,Single Family Residential,670 E Duane Ave,Sunnyvale,94085,1350000,1389,5200.0,1953,10,4.0,2.0,116332,148129,54547,24.4%,73,971.9222462203023,306728.9019274935
1357,Condo/Co-op,612 Arcadia Ter #301,SUNNYVALE,94085,998000,1300,,1996,10,3.0,2.0,116332,148129,54547,24.4%,73,767.6923076923077,-136326.83165922738
1358,Townhouse,330 N Fair Oaks Ave,SUNNYVALE,94085,1398000,1769,1146.0,2015,10,4.0,3.5,116332,148129,54547,24.4%,73,790.2769926512153,-179772.28959014942
1359,Condo/Co-op,417 Santo Domingo Ter,SUNNYVALE,94085,1440000,1649,,2019,10,3.0,3.0,116332,148129,54547,24.4%,73,873.2565191024863,-133873.73773660627
1360,Condo/Co-op,759 Santa Cecilia Ter,SUNNYVALE,94085,1289270,1378,,2019,10,2.0,2.5,116332,148129,54547,24.4%,73,935.6095791001451,-143069.80976420315
1361,Condo/Co-op,404 E Santo Domingo Ave,SUNNYVALE,94085,1354000,1537,,2019,10,3.0,2.5,116332,148129,54547,24.4%,73,880.9368900455432,-58949.30395304831
1362,Single Family Residential,590 N Bayview Ave,Sunnyvale,94085,1500000,1486,5463.0,1948,10,3.0,2.0,116332,148129,54547,24.4%,73,1009.4212651413189,206247.1098222339
1363,Condo/Co-op,236 E Red Oak Dr Unit B,SUNNYVALE,94086,848000,974,712.0,1971,13,2.0,1.5,129112,158235,63667,27.5%,47,870.6365503080082,-38430.851864950964
1364,Condo/Co-op,905 Sunrose Ter #306,SUNNYVALE,94086,1125000,1490,,1994,13,3.0,2.0,129112,158235,63667,27.5%,47,755.0335570469799,-129434.62447043089
1365,Condo/Co-op,999 W Evelyn Ter #83,SUNNYVALE,94086,645000,778,2750.0,1976,13,1.0,1.0,129112,158235,63667,27.5%,47,829.0488431876606,-168834.53615387157
1366,Condo/Co-op,258 Carroll St #111,SUNNYVALE,94086,1395000,1255,,2016,13,3.0,2.5,129112,158235,63667,27.5%,47,1111.5537848605577,289969.720672396
1367,Single Family Residential,1115 W Mc Kinley Ave,SUNNYVALE,94086,2488000,2225,6270.0,1953,13,4.0,3.0,129112,158235,63667,27.5%,47,1118.2022471910113,619875.9633101197
1368,Single Family Residential,115 N Murphy Ave,SUNNYVALE,94086,1750000,2252,6500.0,1949,13,6.0,6.0,129112,158235,63667,27.5%,47,777.0870337477797,-171231.6968856838
1369,Single Family Residential,830 Dwight Ave,SUNNYVALE,94086,1199000,879,4932.0,1944,13,2.0,1.0,129112,158235,63667,27.5%,47,1364.0500568828213,463242.50326452544
1370,Townhouse,254 Ginko Ter,SUNNYVALE,94086,1321400,1629,1167.0,2006,13,3.0,2.5,129112,158235,63667,27.5%,47,811.1724984653162,-120725.27487457776
1371,Mobile/Manufactured Home,125 N Mary Ave #63,SUNNYVALE,94086,354900,1512,,2011,13,3.0,2.0,129112,158235,63667,27.5%,47,234.72222222222223,-922723.9159371343
1372,Mobile/Manufactured Home,125 N Mary #7,SUNNYVALE,94086,468000,1960,,2007,13,3.0,2.0,129112,158235,63667,27.5%,47,238.77551020408163,-1214941.1387146541
1373,Single Family Residential,1026 Hollenbeck Ave,SUNNYVALE,94087,2295000,2178,6000.0,1964,13,4.0,2.5,153036,195474,69982,36.5%,50,1053.719008264463,526780.821887777
1374,Townhouse,679 Crescent Ave,SUNNYVALE,94087,950000,1222,1058.0,1972,13,2.0,1.5,153036,195474,69982,36.5%,50,777.4140752864157,-161416.96453901287
1375,Single Family Residential,982 Bryant Way,SUNNYVALE,94087,2680000,2818,10578.0,2019,13,7.0,5.0,153036,195474,69982,36.5%,50,951.0290986515259,514675.9945462146
1376,Single Family Residential,1265 Lime Dr,SUNNYVALE,94087,1900000,1388,8036.0,1956,13,3.0,2.0,153036,195474,69982,36.5%,50,1368.8760806916428,745281.1848366542
1377,Single Family Residential,858 W Remington Dr,SUNNYVALE,94087,1688888,1472,7536.0,1957,13,3.0,2.0,153036,195474,69982,36.5%,50,1147.3423913043478,457837.8738637713
1378,Single Family Residential,846 Shetland Pl,SUNNYVALE,94087,1775000,1828,6758.0,1962,13,4.0,2.0,153036,195474,69982,36.5%,50,971.0065645514223,383818.0978554082
1379,Single Family Residential,682 W Remington Dr,Sunnyvale,94087,1780000,1657,7245.0,1959,13,4.0,2.0,153036,195474,69982,36.5%,50,1074.2305371152686,544391.0616411571
1380,Condo/Co-op,3715 Terstena Pl #208,SANTA CLARA,95051,608000,1040,,1982,16,1.0,1.0,125520,146764,54668,24.0%,23,584.6153846153846,-392733.78613406734
1381,Condo/Co-op,2907 Corvin Dr #131,Santa Clara,95051,1514995,2049,,2020,16,4.0,3.5,125520,146764,54668,24.0%,23,739.382625671059,-214069.1236257616
1382,Condo/Co-op,1911 Magdalena Cir #80,SANTA CLARA,95051,750000,920,871.0,1986,16,2.0,1.0,125520,146764,54668,24.0%,23,815.2173913043479,20786.98216497805
1383,Single Family Residential,2085 Fallen Leaf Ln,LOS ALTOS,94024,2798000,2761,14006.0,1960,16,4.0,4.5,237454,321996,106527,57.5%,3,1013.4009416877943,316211.13178912504
1384,Mobile/Manufactured Home,325 Sylvan #92,MOUNTAIN VIEW,94041,208888,1036,,1993,9,2.0,2.0,129444,167803,75692,27.3%,83,201.62934362934362,-866324.9137775456
1385,Single Family Residential,48 Oak Dr,Orinda,94563,2495000,3990,41556.0,2019,36,4.0,3.5,208640,292512,107686,52.1%,14,625.31328320802,-648376.1064680796
1386,Single Family Residential,6 CULVER Ct,Orinda,94563,1298000,2682,21344.0,1960,36,4.0,2.5,208640,292512,107686,52.1%,14,483.96718866517523,-529683.5023970117
1387,Single Family Residential,57 Bates,Orinda,94563,1349999,1932,23100.0,1960,36,4.0,3.0,208640,292512,107686,52.1%,14,698.7572463768116,142735.2044683101
1388,Single Family Residential,57 Charles Hill Rd,Orinda,94563,4395000,4603,32670.0,2019,36,5.0,6.0,208640,292512,107686,52.1%,14,954.8120790788616,562473.9925004384
1389,Single Family Residential,51 Windy Creek Way,Orinda,94563,2526275,4930,28640.0,2020,36,5.0,5.0,208640,292512,107686,52.1%,14,512.4290060851927,-1484037.0630666139
1390,Single Family Residential,8 MORAGA Ct,Orinda,94563,1995000,3450,33000.0,1947,36,5.0,4.0,208640,292512,107686,52.1%,14,578.2608695652174,-541038.5499360636
1391,Single Family Residential,12 Rabble Rd,Orinda,94563,2675000,4070,16891.0,2020,36,6.0,5.5,208640,292512,107686,52.1%,14,657.2481572481572,-451671.71833149437
1392,Single Family Residential,8 Camino Lenada,Orinda,94563,3800000,5752,100188.0,1928,36,7.0,5.5,208640,292512,107686,52.1%,14,660.6397774687065,-670200.423366392
1393,Single Family Residential,84 Davis St,Orinda,94563,1699000,2741,29500.0,1948,36,3.0,3.0,208640,292512,107686,52.1%,14,619.8467712513681,-402787.6438239217
1394,Single Family Residential,26 Oakwood Rd,Orinda,94563,3888888,5067,33977.0,2000,36,4.0,7.0,208640,292512,107686,52.1%,14,767.4931912374186,-642913.7491848422
1395,Single Family Residential,81 Grassy Hill Way,Orinda,94563,2141000,3023,14678.0,2019,36,4.0,4.5,208640,292512,107686,52.1%,14,708.2368508104532,-244664.79826626647
1396,Single Family Residential,59 Windy Creek Way,Orinda,94563,1930855,3361,17340.0,2019,36,4.0,4.5,208640,292512,107686,52.1%,14,574.4882475453734,-761183.7188455258
1397,Single Family Residential,57 Windy Creek Way,Orinda,94563,2364706,3878,14821.0,2019,36,4.0,4.0,208640,292512,107686,52.1%,14,609.7746260959258,-736553.835489051
1398,Single Family Residential,12 Lind Ct,Orinda,94563,1365000,2240,22770.0,1961,36,3.0,2.0,208640,292512,107686,52.1%,14,609.375,-166340.7973865124
1399,Single Family Residential,66 Windy Creek Way,Orinda,94563,2510833,4147,17340.0,2019,36,4.0,4.0,208640,292512,107686,52.1%,14,605.4576802507837,-834256.9675476924
1400,Single Family Residential,53 Windy Creek Way,Orinda,94563,2003284,3361,,2019,36,4.0,4.5,208640,292512,107686,52.1%,14,596.0380839036001,-688754.7188455258
1401,Single Family Residential,52 Windy Creek Way,Orinda,94563,2421326,4147,,2019,36,4.0,4.5,208640,292512,107686,52.1%,14,583.8741258741259,-983168.0489499574
1402,Single Family Residential,58 Windy Creek Way,Orinda,94563,2462296,4147,,2019,36,4.0,4.5,208640,292512,107686,52.1%,14,593.7535567880395,-942198.0489499574
1403,Single Family Residential,1529 Sixth Ave,BELMONT,94002,1198888,1770,6200.0,1951,28,2.0,1.0,134529,181171,70269,32.6%,45,677.3378531073446,-87176.78312529554
1404,Single Family Residential,830 Laurel Ave,BELMONT,94002,1345000,1080,5600.0,1938,28,3.0,1.0,134529,181171,70269,32.6%,45,1245.3703703703704,850369.8579346366
1405,Single Family Residential,2704 Barclay Way,BELMONT,94002,1549000,1570,5000.0,1961,28,4.0,2.0,134529,181171,70269,32.6%,45,986.624203821656,650529.2285868349
1406,Condo/Co-op,400 Davey Glen Rd #4824,BELMONT,94002,650000,725,181048.0,1965,28,1.0,1.0,134529,181171,70269,32.6%,45,896.551724137931,144968.55932021083
1407,Condo/Co-op,600 El Camino Real #215,BELMONT,94002,888000,769,,2019,28,1.0,1.0,134529,181171,70269,32.6%,45,1154.746423927178,332769.04264854477
1408,Condo/Co-op,600 El Camino Real #202,BELMONT,94002,998000,940,,2019,28,1.0,1.0,134529,181171,70269,32.6%,45,1061.7021276595744,287769.21892353497
1409,Condo/Co-op,600 El Camino Real #211,BELMONT,94002,1270000,1354,,2019,28,2.0,2.0,134529,181171,70269,32.6%,45,937.9615952732644,229211.47391918045
1410,Single Family Residential,1503 Folger Dr,BELMONT,94002,2698000,2484,8550.0,2019,28,4.0,3.5,134529,181171,70269,32.6%,45,1086.1513687600643,781757.6865703219
1411,Condo/Co-op,600 El Camino Real #302,BELMONT,94002,1000000,940,,2019,28,1.0,1.0,134529,181171,70269,32.6%,45,1063.8297872340424,289769.21892353497
1412,Condo/Co-op,400 Davey Glen Rd #4502,BELMONT,94002,629000,760,181048.0,1965,28,1.0,1.0,134529,181171,70269,32.6%,45,827.6315789473684,92243.44920105673
1413,Single Family Residential,901 Waltermire St,BELMONT,94002,2500000,2290,5750.0,1905,28,3.0,2.0,134529,181171,70269,32.6%,45,1091.703056768559,796083.8573931949
1414,Condo/Co-op,1 Elm St #102,SAN CARLOS,94070,968888,1180,37586.0,1981,31,2.0,2.0,172048,221289,84104,43.5%,11,821.0915254237289,144810.5070760469
1415,Single Family Residential,24226 Rolling Ridge Ln,Hayward,94541,910000,1991,7001.0,1993,38,4.0,3.0,74552,89523,31260,7.0%,49,457.05675539929683,-322559.7140928067
1416,Single Family Residential,2211 Beckham Way,Hayward,94541,975000,2682,12726.0,1992,38,4.0,3.0,74552,89523,31260,7.0%,49,363.5346756152125,-883712.9843297638
1417,Condo/Co-op,1318 B St #212,Hayward,94541,439000,1056,,1984,38,2.0,2.0,74552,89523,31260,7.0%,49,415.719696969697,-152544.7729135683
1418,Townhouse,323 Williams Way,Hayward,94541,744000,1726,,2011,38,3.0,2.5,74552,89523,31260,7.0%,49,431.0544611819235,-355903.21679097787
1419,Single Family Residential,22877 Arnold,Hayward,94541,569000,1023,5000.0,1949,38,3.0,1.0,74552,89523,31260,7.0%,49,556.2072336265885,296375.4195405727
1420,Single Family Residential,21619 Luke Ln,Hayward,94541,549000,1000,4381.0,1999,38,3.0,2.0,74552,89523,31260,7.0%,49,549.0,168862.85189726693
1421,Single Family Residential,20638 Blossom Cmn,Hayward,94541,750000,1541,2899.0,1998,38,3.0,2.5,74552,89523,31260,7.0%,49,486.69695003244647,-179729.7420884379
1422,Townhouse,20377 Royal Ave,Hayward,94541,589888,1221,,2004,38,2.0,2.5,74552,89523,31260,7.0%,49,483.11875511875513,-214443.02147296176
1423,Single Family Residential,958 Cottonwood Ave,Hayward,94541,628888,1026,5035.0,1951,38,3.0,2.0,74552,89523,31260,7.0%,49,612.9512670565302,234353.8682091469
1424,Single Family Residential,21620 Luke Ln,Hayward,94541,599900,1000,3734.0,1999,38,3.0,2.0,74552,89523,31260,7.0%,49,599.9,219762.85189726693
1425,Single Family Residential,420 Smalley Ave,Hayward,94541,999000,1450,20448.0,1939,38,3.0,1.0,74552,89523,31260,7.0%,49,688.9655172413793,341239.542956023
1426,Single Family Residential,19096 Meekland Ave,Hayward,94541,610000,1198,4746.0,1944,38,3.0,2.0,74552,89523,31260,7.0%,49,509.18196994991655,60896.93957483792
1427,Single Family Residential,382 Willow Ave,Hayward,94541,639000,1510,7696.0,1927,38,3.0,1.0,74552,89523,31260,7.0%,49,423.1788079470199,-70853.7998624281
1428,Single Family Residential,2873 Hidden Ln,Hayward,94541,995000,2442,10127.0,1980,38,4.0,3.0,74552,89523,31260,7.0%,49,407.4529074529074,-643876.8118411801
1429,Single Family Residential,22592 Pearl Ave,Hayward,94541,820000,2462,6850.0,1947,38,3.0,3.0,74552,89523,31260,7.0%,49,333.0625507717303,-994214.0544507375
1430,Single Family Residential,21590 Princeton St,Hayward,94541,779000,2000,7500.0,1942,38,4.0,2.0,74552,89523,31260,7.0%,49,389.5,-333166.05571492645
1431,Townhouse,1713 Calais Ct,Hayward,94541,599000,1336,1600.0,1987,38,3.0,2.5,74552,89523,31260,7.0%,49,448.3532934131737,-142809.72640592128
1432,Condo/Co-op,1315 A Steet #203,Hayward,94541,465000,1056,,1984,38,2.0,2.0,74552,89523,31260,7.0%,49,440.34090909090907,-126544.7729135683
1433,Single Family Residential,24229 2nd St,Hayward,94541,799999,2009,2033.0,2019,38,3.0,3.5,74552,89523,31260,7.0%,49,398.2075659532106,-676760.9291971144
1434,Multi-Family (2-4 Unit),420 Medford Ave,Hayward,94541,1295000,3098,14858.0,1956,38,5.0,2.0,74552,89523,31260,7.0%,49,418.0116204002582,-651589.5864315722
1435,Multi-Family (2-4 Unit),1424 C St,Hayward,94541,1199000,2486,11566.0,1905,38,5.0,3.0,74552,89523,31260,7.0%,49,482.3008849557522,-301918.1569771883
1436,Single Family Residential,21511 Haviland Ave,Hayward,94541,550000,1063,5600.0,1929,38,2.0,1.0,74552,89523,31260,7.0%,49,517.4035747883349,81425.93564734433
